"","stop_id","passing_values","frequent_stop","stop_name","geometry","RTA"
"202","814541",0,FALSE,"Lakeview Ave & Pinehurst Ave",c(209549.016276676, 936982.575615537),"LRTA"
"203","814542",0,FALSE,"Humphrey St & Pemberton St",c(216411.169319434, 934866.470057565),"LRTA"
"204","814543",0,FALSE,"Nesmith St & Sherman St",c(216822.41476028, 931996.102518964),"LRTA"
"205","814544",0,FALSE,"Billerica Rd & Progress Ave",c(214457.350773363, 927353.981007741),"LRTA"
"206","814545",1,FALSE,"River Rd & Burnham Rd",c(218397.691136925, 933784.770035706),"LRTA"
"207","814547",0,FALSE,"Plain St & Payton St",c(215102.338031576, 930434.277261735),"LRTA"
"208","814548",1,FALSE,"University Ave & 6th Ave",c(213806.200178364, 934048.358926226),"LRTA"
"209","814549",0,FALSE,"Andover St & Park St",c(216724.838818126, 932431.767585365),"LRTA"
"210","814550",0,FALSE,"Ideal Tape & Middlesex St",c(213941.447725211, 931957.879520926),"LRTA"
"211","814551",0,FALSE,"Branch St & Branch Pl",c(213947.767359835, 931968.452181178),"LRTA"
"212","814552",1,FALSE,"Brattle St & Douglas Rd",c(218269.333646685, 932041.800226689),"LRTA"
"213","814553",0,FALSE,"Main St & Roosevelt Rd",c(225247.958234444, 924900.97956783),"LRTA"
"214","814554",1,FALSE,"25 Drum Hill Rd",c(211415.798987509, 930566.747218436),"LRTA"
"215","814555",0,FALSE,"Main St & Hoover Rd",c(225241.10542928, 924942.209988076),"LRTA"
"216","814556",0,FALSE,"Princeton St & Harvard St",c(210958.343425185, 931532.009625301),"LRTA"
"217","814557",0,FALSE,"254 Billerica Rd",c(214429.735449976, 927376.417879405),"LRTA"
"218","814558",0,FALSE,"255 Chelmsford St",c(214824.236680862, 931334.62538758),"LRTA"
"219","814559",0,FALSE,"255 North Rd",c(211022.361542348, 929839.845363973),"LRTA"
"220","814560",0,FALSE,"255 Rogers Street",c(216889.971125642, 931742.502820405),"LRTA"
"221","814561",1,FALSE,"Old Meadow Rd & Lamb St",c(213117.702422522, 934064.751659415),"LRTA"
"222","814563",0,FALSE,"East St & Chandler St",c(222853.892945793, 929058.563973505),"LRTA"
"223","814564",0,FALSE,"W 6th St & Beaulieu St",c(215485.684117462, 934002.553923111),"LRTA"
"224","814565",0,FALSE,"Boston Rd & Marshall Rd",c(215270.528025534, 930304.925269143),"LRTA"
"225","814566",0,FALSE,"Boston Rd & Bridge St",c(217896.254691172, 924966.82727494),"LRTA"
"226","814567",0,FALSE,"273 Littleton",c(209610.601290534, 926057.690833562),"LRTA"
"227","814568",0,FALSE,"273 Main",c(226286.499780858, 922686.732107403),"LRTA"
"228","814569",0,FALSE,"Market Basket Senior Center",c(214796.654454401, 932624.599874177),"LRTA"
"229","814572",0,FALSE,"High St & Andover St",c(216401.419277056, 932359.242735904),"LRTA"
"230","814574",0,FALSE,"Andover St & Mansion Dr",c(216839.817861183, 932432.598858451),"LRTA"
"231","814575",0,FALSE,"Stevens St & Pine St",c(213677.891247683, 931302.070439126),"LRTA"
"232","814576",0,FALSE,"Billerica Rd & Elliot St",c(214755.030202436, 927081.946303003),"LRTA"
"233","814577",0,FALSE,"High St & Andover St",c(216396.393503338, 932335.976489331),"LRTA"
"234","814578",0,FALSE,"Littleton & Powers Rd",c(205010.020685711, 922903.357184813),"LRTA"
"235","814579",0,FALSE,"Chelmsford & Glen Ave",c(213781.806913127, 929108.776513465),"LRTA"
"236","814580",0,FALSE,"Littleton Rd & Powers Rd",c(205023.143581284, 922889.005440022),"LRTA"
"237","814581",0,FALSE,"Gorham St & Riverneck Rd",c(216200.622749482, 929068.019962752),"LRTA"
"238","814582",0,FALSE,"Marinel Ave & Dunstable Rd",c(209085.929382282, 932294.92563317),"LRTA"
"239","814583",0,FALSE,"Kidder Rd & Littleton Rd",c(209149.590524555, 925743.255545678),"LRTA"
"240","814584",1,FALSE,"Varnum Ave & Avalon St",c(213037.05059493, 932873.902984355),"LRTA"
"241","814585",1,FALSE,"291 Douglas",c(218329.624569129, 931922.910175339),"LRTA"
"242","814586",0,FALSE,"Woburn St & Jean Ave",c(217343.920342386, 929651.933964591),"LRTA"
"243","814587",0,FALSE,"Billerica Center (297 Boston Rd)",c(218196.109353974, 924737.338936648),"LRTA"
"244","814589",1,FALSE,"Chelmsford St & Glen Ave",c(213858.374795056, 929113.3535373),"LRTA"
"245","814590",1,FALSE,"Brookside St & Varnum Ave",c(213272.070400726, 933025.558860829),"LRTA"
"246","814591",0,FALSE,"Billerica Rd & Elliot St",c(214792.069230662, 927070.916091376),"LRTA"
"247","814592",1,FALSE,"Chelmsford St & Shaw St",c(214703.764608295, 931157.147464663),"LRTA"
"248","814593",0,FALSE,"Kidder Rd & Littleton Rd",c(209145.727227595, 925757.143355181),"LRTA"
"249","814594",0,FALSE,"Billerica Center",c(218162.051842787, 924798.746949676),"LRTA"
"250","814595",1,FALSE,"University Ave & 7th Ave",c(213673.233715971, 934160.73876728),"LRTA"
"251","814596",0,FALSE,"Rogers St & Waverly Ave",c(217012.125467217, 931648.107023358),"LRTA"
"252","814597",0,FALSE,"31 Littleton",c(211821.789742668, 927308.765608241),"LRTA"
"253","814598",0,FALSE,"Hannaford",c(215385.70257921, 934985.666906024),"LRTA"
"254","814599",0,FALSE,"313 Littleton",c(208890.87322614, 925599.743475614),"LRTA"
"255","814600",1,FALSE,"Westford St & Hastings St",c(214169.899459126, 931621.890028953),"LRTA"
"256","814601",0,FALSE,"Boston Rd & Collins Rae Ln",c(218395.447880222, 924330.457599543),"LRTA"
"257","814603",0,FALSE,"320 Nesmith",c(216943.998871933, 931778.668785957),"LRTA"
"258","814604",1,FALSE,"University Ave & 7th Ave",c(213647.718182349, 934159.809337112),"LRTA"
"259","814605",0,FALSE,"High St & Oak St",c(216439.277331984, 932219.812231936),"LRTA"
"260","814606",0,FALSE,"Lowell Superior Court",c(215666.436508792, 931883.924758706),"LRTA"
"261","814607",1,FALSE,"Mammoth Rd & W Meadow Rd",c(213079.350402232, 933931.898878084),"LRTA"
"262","814608",0,FALSE,"Concord Rd & Richardson St",c(218929.167459235, 922931.029750014),"LRTA"
"263","814609",0,FALSE,"Billerica Rd & Omni Way",c(214996.34193037, 926769.869478262),"LRTA"
"264","814610",0,FALSE,"330 Boston Rd",c(218434.612591699, 924293.259788376),"LRTA"
"265","814611",1,FALSE,"Douglas Rd & Windward Rd",c(218357.348468628, 931819.948137247),"LRTA"
"266","814612",0,FALSE,"Littleton Rd & Robbins Rd",c(204359.521359396, 922724.729967889),"LRTA"
"267","814613",0,FALSE,"Tyngsboro Rd & Locust St",c(210066.169372879, 936796.943333024),"LRTA"
"268","814614",0,FALSE,"Littleton Rd & Robbins Rd",c(204301.708326168, 922690.593027426),"LRTA"
"269","814615",0,FALSE,"334 Main",c(226601.01299938, 922217.384906558),"LRTA"
"270","814616",0,FALSE,"Tyngsboro Rd & Stewart St",c(210206.311942367, 936622.710400035),"LRTA"
"271","814617",0,FALSE,"Main St & Middlesex Ave",c(226602.220539302, 922189.80385343),"LRTA"
"272","814618",0,FALSE,"Bridge St & 2nd St",c(216048.355456581, 933218.357576067),"LRTA"
"273","814619",0,FALSE,"Lowell Provision Aiken Ave",c(215332.380493292, 934140.962452182),"LRTA"
