"","stop_id","passing_values","frequent_stop","stop_name","geometry","RTA"
"263","799390",2,FALSE,"Centre St and Montello St",c(239911.137249503, 870514.73402242),"BAT"
"264","799391",2,FALSE,"Crescent St and Otis St",c(240211.341289972, 870133.236386615),"BAT"
"265","799392",2,FALSE,"Crescent St and Summer St",c(240386.909424736, 870092.697600391),"BAT"
"266","799394",2,FALSE,"Lyman St and Wendell Ave",c(240914.233319611, 870323.101385285),"BAT"
"267","799395",2,FALSE,"Lyman St and Centre St",c(240959.470620978, 870464.872942705),"BAT"
"268","799396",2,FALSE,"Centre St and Kingman St",c(241131.460467262, 870531.293223063),"BAT"
"269","799397",2,FALSE,"East Junior High School",c(241320.394639925, 870578.360947868),"BAT"
"270","799398",2,FALSE,"Centre St and Gladstone St",c(241610.930154428, 870659.28345249),"BAT"
"271","799399",2,FALSE,"Centre St at Plaza",c(241799.573369541, 870589.644675321),"BAT"
"272","799400",2,FALSE,"Centre St and Galen St",c(241827.237132545, 870710.434051389),"BAT"
"273","799401",2,FALSE,"Centre St and Brockton Ave",c(241961.105183534, 870738.663845531),"BAT"
"274","799402",2,FALSE,"Brockton Hospital",c(242048.119281497, 870917.842894854),"BAT"
"275","799403",2,FALSE,"Centre St and Sterling Rd",c(242168.386109534, 870776.442484074),"BAT"
"276","799404",2,FALSE,"Libby St and Centre St",c(242234.597814144, 870830.808486754),"BAT"
"277","799405",2,FALSE,"Libby St and Quincy Ave",c(242203.201710805, 871042.115668535),"BAT"
"278","799407",2,FALSE,"Quincy St at Doctors Building",c(242356.459347761, 870981.388240712),"BAT"
"279","799408",2,FALSE,"Centre St and Guild Rd",c(242649.131838476, 870865.524399725),"BAT"
"280","799409",2,FALSE,"Centre St at Harold St-Ames Rd",c(242797.893795072, 870892.527259813),"BAT"
