stop_id,stop_lat,stop_lon
5746,42.380445,-71.039186
5747,42.382078,-71.039184
5748,42.388074,-71.038557
5749,42.389439,-71.037624
5750,42.394393,-71.03111
5751,42.395197,-71.029701
5752,42.396747,-71.026979
5753,42.397643,-71.02537
5754,42.398643,-71.023637
5755,42.399557,-71.022394
5756,42.400699,-71.021093
5757,42.401857,-71.019773
5759,42.404978,-71.016173
5760,42.406365,-71.014559
5761,42.408222,-71.013389
58,42.334948,-71.074931
59,42.336295,-71.076941
596,42.296502,-71.117515
597,42.294377,-71.11976
598,42.292893,-71.121409
599,42.29162,-71.122671
6,42.332016,-71.079576
60,42.334963,-71.078951
600,42.290289,-71.124116
601,42.288805,-71.125748
6022,42.286623,-71.128949
603,42.283319,-71.13158
604,42.281494,-71.133514
605,42.279637,-71.135513
606,42.278442,-71.136949
607,42.276574,-71.139145
608,42.275418,-71.140573
609,42.272872,-71.143932
61,42.332781,-71.081246
610,42.2718,-71.145305
611,42.270144,-71.147358
612,42.268769,-71.149002
61365,42.322301,-71.112224
61391,42.339219,-71.092168
618,42.258554,-71.160671
61872,42.257212,-71.161892
619,42.258509,-71.160255
62,42.332045,-71.081738
620,42.259247,-71.159317
625,42.267639,-71.149908
626,42.270058,-71.147107
627,42.271706,-71.145032
628,42.27292,-71.143477
629,42.275951,-71.139621
63,42.331035,-71.082875
630,42.276717,-71.138763
631,42.278207,-71.137033
632,42.279437,-71.135573
63241,42.417797,-71.108534
633,42.281294,-71.133567
634,42.283304,-71.131416
635,42.285461,-71.129081
636,42.28666,-71.127791
637,42.28878,-71.125513
638,42.290089,-71.124166
639,42.291606,-71.122523
640,42.292634,-71.12139
641,42.294688,-71.119267
642,42.296255,-71.117613
6466,42.257978,-71.123529
6467,42.259889,-71.123037
6468,42.261691,-71.121992
6470,42.264155,-71.121242
6471,42.266018,-71.120924
6472,42.267672,-71.120811
6473,42.270456,-71.120425
6474,42.272827,-71.119979
6476,42.276992,-71.119388
6478,42.279969,-71.118822
6479,42.282975,-71.118823
6480,42.285066,-71.118763
6495,42.296229,-71.116225
6496,42.279888,-71.119028
6498,42.276855,-71.1197
6500,42.273226,-71.120218
6502,42.267905,-71.121026
6504,42.265743,-71.121186
6505,42.264119,-71.12146
6507,42.261535,-71.1223
6508,42.258967,-71.123477
6509,42.256719,-71.124011
6537,42.352288,-71.062581
6555,42.350317,-71.059704
6565,42.34997,-71.063413
6567,42.352461,-71.062552
6570,42.321698,-71.112025
6571,42.32381,-71.112191
6573,42.326594,-71.111284
65741,42.329401,-71.11093
6575,42.33187,-71.111965
66,42.370925,-71.11597
6600,42.463687,-70.943784
67,42.370044,-71.113514
68,42.368951,-71.110427
69,42.367873,-71.107884
71,42.366604,-71.105923
71317,42.338809,-71.092248
71391,42.337684,-71.096046
71618,42.256336,-71.162993
72,42.364915,-71.103074
73,42.362804,-71.099509
74,42.360708,-71.096014
74618,42.254297,-71.165565
75,42.358673,-71.093551
75467,42.248593,-71.126826
76479,42.296076,-71.116079
76495,42.282674,-71.119055
77,42.34995,-71.089148
79,42.346965,-71.08772
7922,42.424903,-71.184975
795,42.28591,-71.129597
80,42.344366,-71.086458
81317,42.34016,-71.088899
82,42.342478,-71.084701
8279,42.353247,-71.064353
8309,42.362243,-71.056806
84,42.339074,-71.080299
854,42.334748,-71.07511
856,42.333539,-71.073689
87,42.339459,-71.080362
89,42.342303,-71.084121
895,42.335747,-71.031442
900,42.364307,-71.185703
902,42.360008,-71.185448
903,42.357134,-71.185943
9031,42.356158,-71.184249
904,42.355599,-71.182378
905,42.354693,-71.181072
906,42.354039,-71.17911
907,42.352946,-71.17681
909,42.351451,-71.173786
91,42.345331,-71.086739
910,42.350821,-71.172438
912,42.350468,-71.168767
913,42.350418,-71.166927
91317,42.341244,-71.08651
91391,42.336067,-71.100187
915,42.349181,-71.163647
916,42.348823,-71.160127
917,42.349007,-71.157011
918,42.349043,-71.154176
919,42.349002,-71.152193
920,42.348903,-71.150156
922,42.350692,-71.145688
92391,42.335111,-71.102717
924,42.352276,-71.140761
925,42.353091,-71.13843
926,42.353347,-71.136687
927,42.353125,-71.134179
928,42.352822,-71.131746
93,42.348005,-71.088033
931,42.35214,-71.126219
933,42.351568,-71.121168
934,42.35123,-71.118201
937,42.350075,-71.108712
938,42.349788,-71.106391
939,42.349397,-71.103055
9406,42.287893,-71.093873
941,42.34897,-71.099643
9448,42.305629,-71.085316
95,42.350773,-71.089334
951,42.349458,-71.10074
952,42.349831,-71.103801
953,42.350162,-71.10663
954,42.350453,-71.108831
956,42.35131,-71.115933
958,42.35197,-71.121441
959,42.352224,-71.123515
960,42.352433,-71.126222
962,42.352908,-71.130286
964,42.353344,-71.133875
966,42.353442,-71.137948
967,42.35209,-71.141711
969,42.350864,-71.145539
97,42.359349,-71.093716
970,42.350124,-71.147347
971,42.349442,-71.149226
972,42.349081,-71.151941
973,42.349206,-71.15404
974,42.34916,-71.157223
975,42.348976,-71.160573
977,42.349897,-71.164524
9780,42.350544,-71.166438
979,42.350609,-71.168636
981,42.350798,-71.172164
982,42.351667,-71.173976
983,42.35292,-71.176534
985,42.353972,-71.178781
986,42.35483,-71.181197
987,42.355606,-71.182247
988,42.35804,-71.184642
989,42.360079,-71.185332
99,42.360758,-71.095722
99991,42.308378,-71.115619
place-alfcl,42.395428,-71.142483
place-alsgr,42.348701,-71.137955
place-amory,42.350992,-71.114748
place-andrw,42.330154,-71.057655
place-aport,42.374262,-71.030395
place-aqucl,42.359784,-71.051652
place-armnl,42.351902,-71.070893
place-asmnl,42.28452,-71.063777
place-astao,42.392811,-71.077257
place-babck,42.351616,-71.119924
place-balsq,42.399889,-71.111003
place-bbsta,42.34735,-71.075727
place-bckhl,42.330139,-71.111313
place-bcnfd,42.335765,-71.140455
place-bcnwa,42.339394,-71.13533
place-belsq,42.395438,-71.033884
place-bland,42.349293,-71.100258
place-bmmnl,42.397542,-70.992319
place-bndhl,42.340023,-71.129082
place-bomnl,42.361365,-71.062037
place-boxdt,42.394049,-71.028365
place-boyls,42.35302,-71.06459
place-brdwy,42.342622,-71.056967
place-brico,42.351967,-71.125031
place-brkhl,42.331316,-71.126683
place-brmnl,42.334229,-71.104609
place-brntn,42.207854,-71.001138
place-bucen,42.350082,-71.106865
place-buest,42.349735,-71.103889
place-butlr,42.272429,-71.062519
place-bvmnl,42.332608,-71.116857
place-capst,42.267563,-71.087338
place-ccmnl,42.373622,-71.069533
place-cedgr,42.279629,-71.060394
place-cenav,42.270027,-71.073444
place-chels,42.397024,-71.041314
place-chhil,42.326753,-71.164699
place-chill,42.338169,-71.15316
place-chmnl,42.361166,-71.070628
place-chncl,42.352547,-71.062752
place-chswk,42.340805,-71.150711
place-clmnl,42.336142,-71.149326
place-cntsq,42.365486,-71.103802
place-coecl,42.349974,-71.077447
place-conrd,42.347154,-71.038385
place-cool,42.342116,-71.121263
place-crtst,42.35245,-71.04685
place-davis,42.39674,-71.121815
place-denrd,42.337807,-71.141853
place-dwnxg,42.355518,-71.060225
place-eliot,42.319045,-71.216684
place-engav,42.336971,-71.14566
place-ER-0115,42.462953,-70.945421
place-esomr,42.379467,-71.086625
place-estav,42.388374,-71.023859
place-fbkst,42.339725,-71.131073
place-fenwd,42.333706,-71.105728
place-fenwy,42.345403,-71.104213
place-fldcr,42.300093,-71.061667
place-forhl,42.300523,-71.113686
