"","DOW","stop_id","direction_id","firstArrival_mam","lastArrival_mam","trips","averageHeadway","Percentile90_hw","effectiveHeadway","span_min","span_max","freq_min","span_pass","freq_pass","stop_code","platform_code","stop_name","stop_desc","geometry"
"124","WD","798305",NA,520,1000,6,96,120,118.5375,420,1140,20,FALSE,FALSE,"","","Atlantic St & Moorland Rds","",c(271058.477797771, 929209.947003634)
"125","WD","798306",NA,425,886,2,461,461,461,420,1140,20,FALSE,FALSE,"","","Atlantic St & Brooks Rd","",c(265441.715207516, 932196.698629799)
"126","WD","798307",NA,423,884,2,461,461,461,420,1140,20,FALSE,FALSE,"","","Atlantic St & Castle View Dr","",c(265757.786147361, 933140.639472296)
"127","WD","798309",NA,872,872,1,NA,NA,NA,420,1140,20,FALSE,NA,"","","Bass Ave & Hartz St","",c(270071.175203865, 929953.991458771)
"128","WD","798310",NA,415,415,1,NA,NA,NA,420,1140,20,FALSE,NA,"","","Bay View Fire Station","",c(268210.100525173, 935272.965640301)
"129","WD","798311",NA,413,413,1,NA,NA,NA,420,1140,20,FALSE,NA,"","","Beach & Moorland Rds","",c(270298.00518279, 929478.058202476)
"130","WD","798312",NA,1038.90283879824,1038.90283879824,1,NA,NA,NA,420,1140,20,FALSE,NA,"","","Blackburn Industrial Park","",c(269317.279140336, 931094.197146675)
"131","WD","798314",NA,404,1014,6,122,126,122.131147540984,420,1140,20,FALSE,FALSE,"","","Cape Hedge Inn","",c(273752.652888554, 932671.935206424)
"132","WD","798318",NA,431,431,1,NA,NA,NA,420,1140,20,FALSE,NA,"","","Cherry St & Reynard St","",c(268080.235828729, 931530.94304454)
"133","WD","798319",NA,428,428,1,NA,NA,NA,420,1140,20,FALSE,NA,"","","Cherry St & Cherry Hill Rd","",c(268048.752493954, 932249.434263219)
"134","WD","798320",NA,429,429,1,NA,NA,NA,420,1140,20,FALSE,NA,"","","Cherry St & Finch Ln","",c(268176.992341796, 932010.505858048)
"135","WD","798321",NA,420,881,2,461,461,461,420,1140,20,FALSE,FALSE,"","","Concord St & Atlantic St","",c(264967.032386309, 931729.396767574)
